,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,gender_map,race/ethinicity_map,parental_level_of_education_map,lunch_map,test_preparation_course_map,Result,math_performance,reading_performance,writing_performance,total,percentage,grades,Result_map,grades_map
450,450,female,group C,some college,free/reduced,completed,64,85,85,1,2,6,2,1,Pass,1,1,1,234,78.0,first,1,3
451,451,female,group E,some college,standard,none,100,92,97,1,5,6,1,0,Pass,1,1,1,289,96.33333333333334,Distinction,1,4
452,452,female,group C,associate's degree,free/reduced,none,65,77,74,1,2,3,2,0,Pass,1,1,1,216,72.0,first,1,3
453,453,male,group C,some college,free/reduced,none,65,58,49,0,2,6,2,0,Pass,1,1,1,172,57.333333333333336,second,1,2
454,454,female,group C,associate's degree,free/reduced,none,53,61,62,1,2,3,2,0,Pass,1,1,1,176,58.666666666666664,second,1,2
455,455,male,group C,bachelor's degree,free/reduced,none,37,56,47,0,2,1,2,0,Fail,0,1,1,140,46.666666666666664,fail,0,0
456,456,female,group D,bachelor's degree,standard,none,79,89,89,1,4,1,1,0,Pass,1,1,1,257,85.66666666666667,Distinction,1,4
457,457,male,group D,associate's degree,free/reduced,none,53,54,48,0,4,3,2,0,Pass,1,1,1,155,51.66666666666667,second,1,2
458,458,female,group E,bachelor's degree,standard,none,100,100,100,1,5,1,1,0,Pass,1,1,1,300,100.0,Distinction,1,4
459,459,male,group B,high school,standard,completed,72,65,68,0,1,4,1,1,Pass,1,1,1,205,68.33333333333333,first,1,3
460,460,male,group C,bachelor's degree,free/reduced,none,53,58,55,0,2,1,2,0,Pass,1,1,1,166,55.333333333333336,second,1,2
461,461,male,group B,some college,free/reduced,none,54,54,45,0,1,6,2,0,Pass,1,1,1,153,51.0,second,1,2
462,462,female,group E,some college,standard,none,71,70,76,1,5,6,1,0,Pass,1,1,1,217,72.33333333333334,first,1,3
463,463,female,group C,some college,free/reduced,none,77,90,91,1,2,6,2,0,Pass,1,1,1,258,86.0,Distinction,1,4
464,464,male,group A,bachelor's degree,standard,completed,75,58,62,0,3,1,1,1,Pass,1,1,1,195,65.0,first,1,3
465,465,female,group C,some college,standard,none,84,87,91,1,2,6,1,0,Pass,1,1,1,262,87.33333333333333,Distinction,1,4
466,466,female,group D,associate's degree,free/reduced,none,26,31,38,1,4,3,2,0,Fail,0,0,0,95,31.666666666666664,fail,0,0
467,467,male,group A,high school,free/reduced,completed,72,67,65,0,3,4,2,1,Pass,1,1,1,204,68.0,first,1,3
468,468,female,group A,high school,free/reduced,completed,77,88,85,1,3,4,2,1,Pass,1,1,1,250,83.33333333333334,Distinction,1,4
469,469,male,group C,some college,standard,none,91,74,76,0,2,6,1,0,Pass,1,1,1,241,80.33333333333333,Distinction,1,4
470,470,female,group C,associate's degree,standard,completed,83,85,90,1,2,3,1,1,Pass,1,1,1,258,86.0,Distinction,1,4
471,471,female,group C,high school,standard,none,63,69,74,1,2,4,1,0,Pass,1,1,1,206,68.66666666666667,first,1,3
472,472,female,group C,associate's degree,standard,completed,68,86,84,1,2,3,1,1,Pass,1,1,1,238,79.33333333333333,first,1,3
473,473,female,group D,some high school,standard,none,59,67,61,1,4,5,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
474,474,female,group B,associate's degree,standard,completed,90,90,91,1,1,3,1,1,Pass,1,1,1,271,90.33333333333333,Distinction,1,4
475,475,female,group D,bachelor's degree,standard,completed,71,76,83,1,4,1,1,1,Pass,1,1,1,230,76.66666666666667,first,1,3
476,476,male,group E,bachelor's degree,standard,completed,76,62,66,0,5,1,1,1,Pass,1,1,1,204,68.0,first,1,3
477,477,male,group D,associate's degree,standard,none,80,68,72,0,4,3,1,0,Pass,1,1,1,220,73.33333333333333,first,1,3
478,478,female,group D,master's degree,standard,none,55,64,70,1,4,2,1,0,Pass,1,1,1,189,63.0,first,1,3
479,479,male,group E,associate's degree,standard,none,76,71,67,0,5,3,1,0,Pass,1,1,1,214,71.33333333333334,first,1,3
480,480,male,group B,high school,standard,completed,73,71,68,0,1,4,1,1,Pass,1,1,1,212,70.66666666666667,first,1,3
481,481,female,group D,associate's degree,free/reduced,none,52,59,56,1,4,3,2,0,Pass,1,1,1,167,55.666666666666664,second,1,2
482,482,male,group C,some college,free/reduced,none,68,68,61,0,2,6,2,0,Pass,1,1,1,197,65.66666666666666,first,1,3
483,483,male,group A,high school,standard,none,59,52,46,0,3,4,1,0,Pass,1,1,1,157,52.33333333333333,second,1,2
484,484,female,group B,associate's degree,standard,none,49,52,54,1,1,3,1,0,Pass,1,1,1,155,51.66666666666667,second,1,2
485,485,male,group C,high school,standard,none,70,74,71,0,2,4,1,0,Pass,1,1,1,215,71.66666666666667,first,1,3
486,486,male,group D,some college,free/reduced,none,61,47,56,0,4,6,2,0,Pass,1,1,1,164,54.666666666666664,second,1,2
487,487,female,group C,associate's degree,free/reduced,none,60,75,74,1,2,3,2,0,Pass,1,1,1,209,69.66666666666667,first,1,3
488,488,male,group B,some high school,standard,completed,64,53,57,0,1,5,1,1,Pass,1,1,1,174,57.99999999999999,second,1,2
489,489,male,group A,associate's degree,free/reduced,completed,79,82,82,0,3,3,2,1,Pass,1,1,1,243,81.0,Distinction,1,4
490,490,female,group A,associate's degree,free/reduced,none,65,85,76,1,3,3,2,0,Pass,1,1,1,226,75.33333333333333,first,1,3
491,491,female,group C,associate's degree,standard,none,64,64,70,1,2,3,1,0,Pass,1,1,1,198,66.0,first,1,3
492,492,female,group C,some college,standard,none,83,83,90,1,2,6,1,0,Pass,1,1,1,256,85.33333333333334,Distinction,1,4
493,493,female,group C,bachelor's degree,standard,none,81,88,90,1,2,1,1,0,Pass,1,1,1,259,86.33333333333333,Distinction,1,4
494,494,female,group B,high school,standard,none,54,64,68,1,1,4,1,0,Pass,1,1,1,186,62.0,first,1,3
495,495,male,group D,high school,standard,completed,68,64,66,0,4,4,1,1,Pass,1,1,1,198,66.0,first,1,3
496,496,female,group C,some college,standard,none,54,48,52,1,2,6,1,0,Pass,1,1,1,154,51.33333333333333,second,1,2
497,497,female,group D,some college,free/reduced,completed,59,78,76,1,4,6,2,1,Pass,1,1,1,213,71.0,first,1,3
498,498,female,group B,some high school,standard,none,66,69,68,1,1,5,1,0,Pass,1,1,1,203,67.66666666666666,first,1,3
499,499,male,group E,some college,standard,none,76,71,72,0,5,6,1,0,Pass,1,1,1,219,73.0,first,1,3
500,500,female,group D,master's degree,standard,none,74,79,82,1,4,2,1,0,Pass,1,1,1,235,78.33333333333333,first,1,3
501,501,female,group B,associate's degree,standard,completed,94,87,92,1,1,3,1,1,Pass,1,1,1,273,91.0,Distinction,1,4
502,502,male,group C,some college,free/reduced,none,63,61,54,0,2,6,2,0,Pass,1,1,1,178,59.333333333333336,second,1,2
503,503,female,group E,associate's degree,standard,completed,95,89,92,1,5,3,1,1,Pass,1,1,1,276,92.0,Distinction,1,4
504,504,female,group D,master's degree,free/reduced,none,40,59,54,1,4,2,2,0,Pass,1,1,1,153,51.0,fail,1,0
505,505,female,group B,some high school,standard,none,82,82,80,1,1,5,1,0,Pass,1,1,1,244,81.33333333333333,Distinction,1,4
506,506,male,group A,high school,standard,none,68,70,66,0,3,4,1,0,Pass,1,1,1,204,68.0,first,1,3
507,507,male,group B,bachelor's degree,free/reduced,none,55,59,54,0,1,1,2,0,Pass,1,1,1,168,56.00000000000001,second,1,2
508,508,male,group C,master's degree,standard,none,79,78,77,0,2,2,1,0,Pass,1,1,1,234,78.0,first,1,3
509,509,female,group C,bachelor's degree,standard,none,86,92,87,1,2,1,1,0,Pass,1,1,1,265,88.33333333333333,Distinction,1,4
510,510,male,group D,some college,standard,none,76,71,73,0,4,6,1,0,Pass,1,1,1,220,73.33333333333333,first,1,3
511,511,male,group A,some high school,standard,none,64,50,43,0,3,5,1,0,Pass,1,1,1,157,52.33333333333333,second,1,2
512,512,male,group D,some high school,free/reduced,none,62,49,52,0,4,5,2,0,Pass,1,1,1,163,54.333333333333336,second,1,2
513,513,female,group B,some high school,standard,completed,54,61,62,1,1,5,1,1,Pass,1,1,1,177,59.0,second,1,2
514,514,female,group B,master's degree,free/reduced,completed,77,97,94,1,1,2,2,1,Pass,1,1,1,268,89.33333333333333,Distinction,1,4
515,515,female,group C,some high school,standard,completed,76,87,85,1,2,5,1,1,Pass,1,1,1,248,82.66666666666667,Distinction,1,4
516,516,female,group D,some college,standard,none,74,89,84,1,4,6,1,0,Pass,1,1,1,247,82.33333333333334,Distinction,1,4
517,517,female,group E,some college,standard,completed,66,74,73,1,5,6,1,1,Pass,1,1,1,213,71.0,first,1,3
518,518,female,group D,some high school,standard,completed,66,78,78,1,4,5,1,1,Pass,1,1,1,222,74.0,first,1,3
519,519,female,group B,high school,free/reduced,completed,67,78,79,1,1,4,2,1,Pass,1,1,1,224,74.66666666666667,first,1,3
520,520,male,group D,some college,standard,none,71,49,52,0,4,6,1,0,Pass,1,1,1,172,57.333333333333336,second,1,2
521,521,female,group C,associate's degree,standard,none,91,86,84,1,2,3,1,0,Pass,1,1,1,261,87.0,Distinction,1,4
522,522,male,group D,bachelor's degree,standard,none,69,58,57,0,4,1,1,0,Pass,1,1,1,184,61.33333333333333,first,1,3
523,523,male,group C,master's degree,free/reduced,none,54,59,50,0,2,2,2,0,Pass,1,1,1,163,54.333333333333336,second,1,2
524,524,male,group C,high school,standard,completed,53,52,49,0,2,4,1,1,Pass,1,1,1,154,51.33333333333333,second,1,2
525,525,male,group E,some college,standard,none,68,60,59,0,5,6,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
526,526,male,group C,some high school,free/reduced,completed,56,61,60,0,2,5,2,1,Pass,1,1,1,177,59.0,second,1,2
527,527,female,group C,high school,free/reduced,none,36,53,43,1,2,4,2,0,Fail,0,1,1,132,44.0,fail,0,0
528,528,female,group D,bachelor's degree,free/reduced,none,29,41,47,1,4,1,2,0,Fail,0,1,1,117,39.0,fail,0,0
529,529,female,group C,associate's degree,standard,none,62,74,70,1,2,3,1,0,Pass,1,1,1,206,68.66666666666667,first,1,3
530,530,female,group C,associate's degree,standard,completed,68,67,73,1,2,3,1,1,Pass,1,1,1,208,69.33333333333334,first,1,3
531,531,female,group C,some high school,standard,none,47,54,53,1,2,5,1,0,Pass,1,1,1,154,51.33333333333333,second,1,2
532,532,male,group E,associate's degree,standard,completed,62,61,58,0,5,3,1,1,Pass,1,1,1,181,60.333333333333336,first,1,3
533,533,female,group E,associate's degree,standard,completed,79,88,94,1,5,3,1,1,Pass,1,1,1,261,87.0,Distinction,1,4
534,534,male,group B,high school,standard,completed,73,69,68,0,1,4,1,1,Pass,1,1,1,210,70.0,first,1,3
535,535,female,group C,bachelor's degree,free/reduced,completed,66,83,83,1,2,1,2,1,Pass,1,1,1,232,77.33333333333333,first,1,3
536,536,male,group C,associate's degree,standard,completed,51,60,58,0,2,3,1,1,Pass,1,1,1,169,56.333333333333336,second,1,2
537,537,female,group D,high school,standard,none,51,66,62,1,4,4,1,0,Pass,1,1,1,179,59.66666666666667,second,1,2
538,538,male,group E,bachelor's degree,standard,completed,85,66,71,0,5,1,1,1,Pass,1,1,1,222,74.0,first,1,3
539,539,male,group A,associate's degree,standard,completed,97,92,86,0,3,3,1,1,Pass,1,1,1,275,91.66666666666666,Distinction,1,4
540,540,male,group C,high school,standard,completed,75,69,68,0,2,4,1,1,Pass,1,1,1,212,70.66666666666667,first,1,3
541,541,male,group D,associate's degree,free/reduced,completed,79,82,80,0,4,3,2,1,Pass,1,1,1,241,80.33333333333333,Distinction,1,4
542,542,female,group C,associate's degree,standard,none,81,77,79,1,2,3,1,0,Pass,1,1,1,237,79.0,first,1,3
543,543,female,group D,associate's degree,standard,none,82,95,89,1,4,3,1,0,Pass,1,1,1,266,88.66666666666667,Distinction,1,4
544,544,female,group D,master's degree,standard,none,64,63,66,1,4,2,1,0,Pass,1,1,1,193,64.33333333333333,first,1,3
545,545,male,group E,some high school,free/reduced,completed,78,83,80,0,5,5,2,1,Pass,1,1,1,241,80.33333333333333,Distinction,1,4
546,546,female,group A,some high school,standard,completed,92,100,97,1,3,5,1,1,Pass,1,1,1,289,96.33333333333334,Distinction,1,4
547,547,male,group C,high school,standard,completed,72,67,64,0,2,4,1,1,Pass,1,1,1,203,67.66666666666666,first,1,3
548,548,female,group C,high school,free/reduced,none,62,67,64,1,2,4,2,0,Pass,1,1,1,193,64.33333333333333,first,1,3
549,549,male,group C,master's degree,standard,none,79,72,69,0,2,2,1,0,Pass,1,1,1,220,73.33333333333333,first,1,3
550,550,male,group C,some high school,free/reduced,none,79,76,65,0,2,5,2,0,Pass,1,1,1,220,73.33333333333333,first,1,3
551,551,male,group B,bachelor's degree,free/reduced,completed,87,90,88,0,1,1,2,1,Pass,1,1,1,265,88.33333333333333,Distinction,1,4
552,552,female,group B,associate's degree,standard,none,40,48,50,1,1,3,1,0,Pass,1,1,1,138,46.0,fail,1,0
553,553,male,group D,some college,free/reduced,none,77,62,64,0,4,6,2,0,Pass,1,1,1,203,67.66666666666666,first,1,3
554,554,male,group E,associate's degree,standard,none,53,45,40,0,5,3,1,0,Pass,1,1,1,138,46.0,fail,1,0
555,555,female,group C,some college,free/reduced,none,32,39,33,1,2,6,2,0,Fail,0,0,0,104,34.66666666666667,fail,0,0
556,556,female,group C,associate's degree,standard,completed,55,72,79,1,2,3,1,1,Pass,1,1,1,206,68.66666666666667,first,1,3
557,557,male,group C,master's degree,free/reduced,none,61,67,66,0,2,2,2,0,Pass,1,1,1,194,64.66666666666666,first,1,3
558,558,female,group B,associate's degree,free/reduced,none,53,70,70,1,1,3,2,0,Pass,1,1,1,193,64.33333333333333,first,1,3
559,559,male,group D,some high school,standard,none,73,66,62,0,4,5,1,0,Pass,1,1,1,201,67.0,first,1,3
560,560,female,group D,some college,standard,completed,74,75,79,1,4,6,1,1,Pass,1,1,1,228,76.0,first,1,3
561,561,female,group C,some college,standard,none,63,74,74,1,2,6,1,0,Pass,1,1,1,211,70.33333333333334,first,1,3
562,562,male,group C,bachelor's degree,standard,completed,96,90,92,0,2,1,1,1,Pass,1,1,1,278,92.66666666666666,Distinction,1,4
563,563,female,group D,some college,free/reduced,completed,63,80,80,1,4,6,2,1,Pass,1,1,1,223,74.33333333333333,first,1,3
564,564,male,group B,bachelor's degree,free/reduced,none,48,51,46,0,1,1,2,0,Pass,1,1,1,145,48.333333333333336,third,1,1
565,565,male,group B,associate's degree,standard,none,48,43,45,0,1,3,1,0,Pass,1,1,1,136,45.33333333333333,third,1,1
566,566,female,group E,bachelor's degree,free/reduced,completed,92,100,100,1,5,1,2,1,Pass,1,1,1,292,97.33333333333334,Distinction,1,4
567,567,female,group D,master's degree,free/reduced,completed,61,71,78,1,4,2,2,1,Pass,1,1,1,210,70.0,first,1,3
568,568,male,group B,high school,free/reduced,none,63,48,47,0,1,4,2,0,Pass,1,1,1,158,52.666666666666664,second,1,2
569,569,male,group D,bachelor's degree,free/reduced,none,68,68,67,0,4,1,2,0,Pass,1,1,1,203,67.66666666666666,first,1,3
570,570,male,group B,some college,standard,completed,71,75,70,0,1,6,1,1,Pass,1,1,1,216,72.0,first,1,3
571,571,male,group A,bachelor's degree,standard,none,91,96,92,0,3,1,1,0,Pass,1,1,1,279,93.0,Distinction,1,4
572,572,female,group C,some college,standard,none,53,62,56,1,2,6,1,0,Pass,1,1,1,171,56.99999999999999,second,1,2
573,573,female,group C,high school,free/reduced,completed,50,66,64,1,2,4,2,1,Pass,1,1,1,180,60.0,second,1,2
574,574,female,group E,high school,standard,none,74,81,71,1,5,4,1,0,Pass,1,1,1,226,75.33333333333333,first,1,3
575,575,male,group A,associate's degree,free/reduced,completed,40,55,53,0,3,3,2,1,Pass,1,1,1,148,49.333333333333336,fail,1,0
576,576,male,group A,some college,standard,completed,61,51,52,0,3,6,1,1,Pass,1,1,1,164,54.666666666666664,second,1,2
577,577,female,group B,high school,standard,none,81,91,89,1,1,4,1,0,Pass,1,1,1,261,87.0,Distinction,1,4
578,578,female,group B,some college,free/reduced,completed,48,56,58,1,1,6,2,1,Pass,1,1,1,162,54.0,second,1,2
579,579,female,group D,master's degree,standard,none,53,61,68,1,4,2,1,0,Pass,1,1,1,182,60.66666666666667,first,1,3
580,580,female,group D,some high school,standard,none,81,97,96,1,4,5,1,0,Pass,1,1,1,274,91.33333333333333,Distinction,1,4
581,581,female,group E,some high school,standard,none,77,79,80,1,5,5,1,0,Pass,1,1,1,236,78.66666666666666,first,1,3
582,582,female,group D,bachelor's degree,free/reduced,none,63,73,78,1,4,1,2,0,Pass,1,1,1,214,71.33333333333334,first,1,3
583,583,female,group D,associate's degree,standard,completed,73,75,80,1,4,3,1,1,Pass,1,1,1,228,76.0,first,1,3
584,584,female,group D,some college,standard,none,69,77,77,1,4,6,1,0,Pass,1,1,1,223,74.33333333333333,first,1,3
585,585,female,group C,associate's degree,standard,none,65,76,76,1,2,3,1,0,Pass,1,1,1,217,72.33333333333334,first,1,3
586,586,female,group A,high school,standard,none,55,73,73,1,3,4,1,0,Pass,1,1,1,201,67.0,first,1,3
587,587,female,group C,bachelor's degree,free/reduced,none,44,63,62,1,2,1,2,0,Pass,1,1,1,169,56.333333333333336,second,1,2
588,588,female,group C,some college,standard,none,54,64,65,1,2,6,1,0,Pass,1,1,1,183,61.0,first,1,3
589,589,female,group A,some high school,standard,none,48,66,65,1,3,5,1,0,Pass,1,1,1,179,59.66666666666667,second,1,2
590,590,male,group C,some college,free/reduced,none,58,57,54,0,2,6,2,0,Pass,1,1,1,169,56.333333333333336,second,1,2
591,591,male,group A,some high school,standard,none,71,62,50,0,3,5,1,0,Pass,1,1,1,183,61.0,first,1,3
592,592,male,group E,bachelor's degree,standard,none,68,68,64,0,5,1,1,0,Pass,1,1,1,200,66.66666666666666,first,1,3
593,593,female,group E,high school,standard,none,74,76,73,1,5,4,1,0,Pass,1,1,1,223,74.33333333333333,first,1,3
594,594,female,group C,bachelor's degree,standard,completed,92,100,99,1,2,1,1,1,Pass,1,1,1,291,97.0,Distinction,1,4
595,595,female,group C,bachelor's degree,standard,completed,56,79,72,1,2,1,1,1,Pass,1,1,1,207,69.0,first,1,3
596,596,male,group B,high school,free/reduced,none,30,24,15,0,1,4,2,0,Fail,0,0,0,69,23.0,fail,0,0
597,597,male,group A,some high school,standard,none,53,54,48,0,3,5,1,0,Pass,1,1,1,155,51.66666666666667,second,1,2
598,598,female,group D,high school,standard,none,69,77,73,1,4,4,1,0,Pass,1,1,1,219,73.0,first,1,3
599,599,female,group D,some high school,standard,none,65,82,81,1,4,5,1,0,Pass,1,1,1,228,76.0,first,1,3
600,600,female,group D,master's degree,standard,none,54,60,63,1,4,2,1,0,Pass,1,1,1,177,59.0,second,1,2
601,601,female,group C,high school,standard,none,29,29,30,1,2,4,1,0,Fail,0,0,0,88,29.333333333333332,fail,0,0
602,602,female,group E,some college,standard,none,76,78,80,1,5,6,1,0,Pass,1,1,1,234,78.0,first,1,3
603,603,male,group D,high school,free/reduced,none,60,57,51,0,4,4,2,0,Pass,1,1,1,168,56.00000000000001,second,1,2
604,604,male,group D,master's degree,free/reduced,completed,84,89,90,0,4,2,2,1,Pass,1,1,1,263,87.66666666666667,Distinction,1,4
605,605,male,group C,some high school,standard,none,75,72,62,0,2,5,1,0,Pass,1,1,1,209,69.66666666666667,first,1,3
606,606,female,group C,associate's degree,standard,none,85,84,82,1,2,3,1,0,Pass,1,1,1,251,83.66666666666667,Distinction,1,4
607,607,female,group C,master's degree,free/reduced,none,40,58,54,1,2,2,2,0,Pass,1,1,1,152,50.66666666666667,fail,1,0
608,608,female,group E,some college,standard,none,61,64,62,1,5,6,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
609,609,female,group B,associate's degree,standard,none,58,63,65,1,1,3,1,0,Pass,1,1,1,186,62.0,first,1,3
610,610,male,group D,some college,free/reduced,completed,69,60,63,0,4,6,2,1,Pass,1,1,1,192,64.0,first,1,3
611,611,female,group C,some college,standard,none,58,59,66,1,2,6,1,0,Pass,1,1,1,183,61.0,first,1,3
612,612,male,group C,bachelor's degree,standard,completed,94,90,91,0,2,1,1,1,Pass,1,1,1,275,91.66666666666666,Distinction,1,4
613,613,female,group C,associate's degree,standard,none,65,77,74,1,2,3,1,0,Pass,1,1,1,216,72.0,first,1,3
614,614,female,group A,associate's degree,standard,none,82,93,93,1,3,3,1,0,Pass,1,1,1,268,89.33333333333333,Distinction,1,4
615,615,female,group C,high school,standard,none,60,68,72,1,2,4,1,0,Pass,1,1,1,200,66.66666666666666,first,1,3
616,616,female,group E,bachelor's degree,standard,none,37,45,38,1,5,1,1,0,Fail,0,1,0,120,40.0,fail,0,0
617,617,male,group D,bachelor's degree,standard,none,88,78,83,0,4,1,1,0,Pass,1,1,1,249,83.0,Distinction,1,4
618,618,male,group D,master's degree,standard,none,95,81,84,0,4,2,1,0,Pass,1,1,1,260,86.66666666666667,Distinction,1,4
619,619,male,group C,associate's degree,free/reduced,completed,65,73,68,0,2,3,2,1,Pass,1,1,1,206,68.66666666666667,first,1,3
620,620,female,group C,high school,free/reduced,none,35,61,54,1,2,4,2,0,Fail,0,1,1,150,50.0,fail,0,0
621,621,male,group B,bachelor's degree,free/reduced,none,62,63,56,0,1,1,2,0,Pass,1,1,1,181,60.333333333333336,first,1,3
622,622,male,group C,high school,free/reduced,completed,58,51,52,0,2,4,2,1,Pass,1,1,1,161,53.666666666666664,second,1,2
623,623,male,group A,some college,standard,completed,100,96,86,0,3,6,1,1,Pass,1,1,1,282,94.0,Distinction,1,4
624,624,female,group E,bachelor's degree,free/reduced,none,61,58,62,1,5,1,2,0,Pass,1,1,1,181,60.333333333333336,first,1,3
625,625,male,group D,some college,standard,completed,100,97,99,0,4,6,1,1,Pass,1,1,1,296,98.66666666666667,Distinction,1,4
626,626,male,group B,associate's degree,free/reduced,completed,69,70,63,0,1,3,2,1,Pass,1,1,1,202,67.33333333333333,first,1,3
627,627,male,group D,associate's degree,standard,none,61,48,46,0,4,3,1,0,Pass,1,1,1,155,51.66666666666667,second,1,2
628,628,male,group D,some college,free/reduced,none,49,57,46,0,4,6,2,0,Pass,1,1,1,152,50.66666666666667,second,1,2
629,629,female,group C,some high school,standard,completed,44,51,55,1,2,5,1,1,Pass,1,1,1,150,50.0,third,1,1
630,630,male,group D,some college,standard,none,67,64,70,0,4,6,1,0,Pass,1,1,1,201,67.0,first,1,3
631,631,male,group B,high school,standard,none,79,60,65,0,1,4,1,0,Pass,1,1,1,204,68.0,first,1,3
632,632,female,group B,bachelor's degree,standard,completed,66,74,81,1,1,1,1,1,Pass,1,1,1,221,73.66666666666667,first,1,3
633,633,female,group C,high school,standard,none,75,88,85,1,2,4,1,0,Pass,1,1,1,248,82.66666666666667,Distinction,1,4
634,634,male,group D,some high school,standard,none,84,84,80,0,4,5,1,0,Pass,1,1,1,248,82.66666666666667,Distinction,1,4
635,635,male,group A,high school,standard,none,71,74,64,0,3,4,1,0,Pass,1,1,1,209,69.66666666666667,first,1,3
636,636,female,group B,high school,free/reduced,completed,67,80,81,1,1,4,2,1,Pass,1,1,1,228,76.0,first,1,3
637,637,female,group D,some high school,standard,completed,80,92,88,1,4,5,1,1,Pass,1,1,1,260,86.66666666666667,Distinction,1,4
638,638,male,group E,some college,standard,none,86,76,74,0,5,6,1,0,Pass,1,1,1,236,78.66666666666666,first,1,3
639,639,female,group D,associate's degree,standard,none,76,74,73,1,4,3,1,0,Pass,1,1,1,223,74.33333333333333,first,1,3
640,640,male,group D,high school,standard,none,41,52,51,0,4,4,1,0,Pass,1,1,1,144,48.0,third,1,1
641,641,female,group D,associate's degree,free/reduced,completed,74,88,90,1,4,3,2,1,Pass,1,1,1,252,84.0,Distinction,1,4
642,642,female,group B,some high school,free/reduced,none,72,81,79,1,1,5,2,0,Pass,1,1,1,232,77.33333333333333,first,1,3
643,643,female,group E,high school,standard,completed,74,79,80,1,5,4,1,1,Pass,1,1,1,233,77.66666666666666,first,1,3
644,644,male,group B,high school,standard,none,70,65,60,0,1,4,1,0,Pass,1,1,1,195,65.0,first,1,3
645,645,female,group B,bachelor's degree,standard,completed,65,81,81,1,1,1,1,1,Pass,1,1,1,227,75.66666666666667,first,1,3
646,646,female,group D,associate's degree,standard,none,59,70,65,1,4,3,1,0,Pass,1,1,1,194,64.66666666666666,first,1,3
647,647,female,group E,high school,free/reduced,none,64,62,68,1,5,4,2,0,Pass,1,1,1,194,64.66666666666666,first,1,3
648,648,female,group B,high school,standard,none,50,53,55,1,1,4,1,0,Pass,1,1,1,158,52.666666666666664,second,1,2
649,649,female,group D,some college,standard,completed,69,79,81,1,4,6,1,1,Pass,1,1,1,229,76.33333333333333,first,1,3
650,650,male,group C,some high school,free/reduced,completed,51,56,53,0,2,5,2,1,Pass,1,1,1,160,53.333333333333336,second,1,2
651,651,female,group A,high school,standard,completed,68,80,76,1,3,4,1,1,Pass,1,1,1,224,74.66666666666667,first,1,3
652,652,female,group D,some college,standard,completed,85,86,98,1,4,6,1,1,Pass,1,1,1,269,89.66666666666666,Distinction,1,4
653,653,female,group A,associate's degree,standard,completed,65,70,74,1,3,3,1,1,Pass,1,1,1,209,69.66666666666667,first,1,3
654,654,female,group B,some high school,standard,none,73,79,79,1,1,5,1,0,Pass,1,1,1,231,77.0,first,1,3
655,655,female,group B,some college,standard,none,62,67,67,1,1,6,1,0,Pass,1,1,1,196,65.33333333333333,first,1,3
656,656,male,group C,associate's degree,free/reduced,none,77,67,64,0,2,3,2,0,Pass,1,1,1,208,69.33333333333334,first,1,3
657,657,male,group D,some high school,standard,none,69,66,61,0,4,5,1,0,Pass,1,1,1,196,65.33333333333333,first,1,3
658,658,female,group D,associate's degree,free/reduced,none,43,60,58,1,4,3,2,0,Pass,1,1,1,161,53.666666666666664,second,1,2
659,659,male,group D,associate's degree,standard,none,90,87,85,0,4,3,1,0,Pass,1,1,1,262,87.33333333333333,Distinction,1,4
660,660,male,group C,some college,free/reduced,none,74,77,73,0,2,6,2,0,Pass,1,1,1,224,74.66666666666667,first,1,3
661,661,male,group C,some high school,standard,none,73,66,63,0,2,5,1,0,Pass,1,1,1,202,67.33333333333333,first,1,3
662,662,female,group D,some college,free/reduced,none,55,71,69,1,4,6,2,0,Pass,1,1,1,195,65.0,first,1,3
663,663,female,group C,high school,standard,none,65,69,67,1,2,4,1,0,Pass,1,1,1,201,67.0,first,1,3
664,664,male,group D,associate's degree,standard,none,80,63,63,0,4,3,1,0,Pass,1,1,1,206,68.66666666666667,first,1,3
665,665,female,group C,some high school,free/reduced,completed,50,60,60,1,2,5,2,1,Pass,1,1,1,170,56.666666666666664,second,1,2
666,666,female,group C,some college,free/reduced,completed,63,73,71,1,2,6,2,1,Pass,1,1,1,207,69.0,first,1,3
667,667,female,group B,bachelor's degree,free/reduced,none,77,85,87,1,1,1,2,0,Pass,1,1,1,249,83.0,Distinction,1,4
668,668,male,group C,some college,standard,none,73,74,61,0,2,6,1,0,Pass,1,1,1,208,69.33333333333334,first,1,3
669,669,male,group D,associate's degree,standard,completed,81,72,77,0,4,3,1,1,Pass,1,1,1,230,76.66666666666667,first,1,3
670,670,female,group C,high school,free/reduced,none,66,76,68,1,2,4,2,0,Pass,1,1,1,210,70.0,first,1,3
671,671,male,group D,associate's degree,free/reduced,none,52,57,50,0,4,3,2,0,Pass,1,1,1,159,53.0,second,1,2
672,672,female,group C,some college,standard,none,69,78,76,1,2,6,1,0,Pass,1,1,1,223,74.33333333333333,first,1,3
673,673,female,group C,associate's degree,standard,completed,65,84,84,1,2,3,1,1,Pass,1,1,1,233,77.66666666666666,first,1,3
674,674,female,group D,high school,standard,completed,69,77,78,1,4,4,1,1,Pass,1,1,1,224,74.66666666666667,first,1,3
